Avg_Temperature_C_Jan,Avg_Temperature_C_Feb,Avg_Temperature_C_Mar,Avg_Temperature_C_Apr,Avg_Temperature_C_May,Avg_Temperature_C_Jun,Avg_Temperature_C_Jul,Avg_Temperature_C_Aug,Avg_Temperature_C_Sep,Avg_Temperature_C_Oct,Avg_Temperature_C_Nov,Avg_Temperature_C_Dec,Rainfall_mm_Jan,Rainfall_mm_Feb,Rainfall_mm_Mar,Rainfall_mm_Apr,Rainfall_mm_May,Rainfall_mm_Jun,Rainfall_mm_Jul,Rainfall_mm_Aug,Rainfall_mm_Sep,Rainfall_mm_Oct,Rainfall_mm_Nov,Rainfall_mm_Dec,Crop_Yield_t_per_ha
18.23172295961277,21.288686357814274,25.906796254779774,30.379461067888425,33.52935175742451,28.485259157203767,26.7667408074417,25.996877117459537,25.932747882462266,22.142693996643708,24.74196767846987,16.153808106828446,29.931211821218493,30.78626717812682,4.755500857744126,20.965918203254677,11.417089449342097,241.84499610066842,207.59352862909384,215.26777200046058,337.1309324161449,174.38550512752164,104.46399710623861,26.232612383278717,2.9490215524077854
18.622911305210796,18.475766268771455,30.274965439964397,33.74582610384895,34.3754996954489,27.505185985344426,25.04042924544415,27.549537235469636,30.420392972991763,25.816970558944902,22.13830961459727,20.118424560247337,3.5622863198923316,16.5489396981214,25.760909763076395,27.47987303444473,26.155566977550368,254.31144699537367,333.91358554330753,265.4636376792643,233.08934648520713,109.42170087433213,99.3515351450973,27.846261442068275,2.431713060317069
20.14318730379194,20.443120608868618,38.6033456713276,37.29253305974402,30.384180177411697,27.540559467200563,29.240629122651768,28.00779783422923,31.55592405864426,24.04573611825853,24.948279944413937,17.51021930063902,15.903696049116778,21.492532891097632,12.468541534273385,22.381331499888482,14.988838641980179,298.1990833928227,254.39991012796463,382.7628003054129,308.2773534578543,111.52168658289638,66.71933336183386,3.749516428511201,2.9790712017859917
16.726354364618977,18.87367219168148,28.337061560291843,30.128054574495433,36.90173567001076,25.386279258407818,31.963526276179753,24.771726207293376,30.65038559538367,25.037925002756854,22.257270672973156,11.610141872429235,19.114411652828693,27.640385221646383,16.75563725114974,12.731529496035517,23.306163233382414,331.43792047162566,332.3168980082046,250.8524367042212,244.3473796190322,125.36228774663695,101.2070806158616,8.111732935314015,3.486948457698971
16.222366600509936,20.53980651867032,30.97529664133116,28.456652701794333,34.64721012704779,27.425782179699713,30.693228349909432,26.508680471746295,31.746647378675043,24.91254567581153,25.217696504551533,14.825496993222666,10.807310676288376,29.10884481181348,29.93689975647349,8.077249574011052,26.370626833449116,229.50390415880415,191.4091535664875,294.74935205640907,294.3724023383968,83.21595243902088,102.99251986692788,28.393923859419726,3.3388758584690073
20.193618009979577,21.67458422854708,30.19898257326993,33.28858991159788,33.750760995987534,27.993649546155247,27.813725033444616,26.305808733334498,30.42825723311803,22.122974618929717,26.45665983942785,22.6364655924046,9.311216009977619,24.649004183765282,20.61295873586638,22.102195556493854,11.730548441237584,211.40192031561716,248.27590782456417,334.31104528078254,315.19110120832426,91.86163886741618,104.77739702637781,23.164572962996907,3.195205801894853
18.90248259561216,20.334437059301347,30.85305371433466,34.680188711048054,32.43485868197426,26.0703222883553,28.80850943334435,28.3781695987687,29.306960340249347,24.745807643242944,25.30987196328194,18.139226034631676,11.843129546064917,7.750619001995564,25.1851638490428,6.018667855050957,39.84427445007564,251.8236887908047,293.03408440542086,304.27150774339475,333.6581503938777,90.49448419976875,158.982926062194,9.868842471656347,4.160323016097158
17.02335646746388,15.696812034502123,30.10982278534514,30.01088170837374,31.981345054335893,29.40299133915031,28.551016579395114,25.497240877891784,29.345759542987178,23.777998719334725,21.16694963434762,17.243629155897075,21.218377006252197,25.33492855758039,16.59562448594962,39.64439323992366,9.131684421602145,220.3554895104614,172.7955917431261,293.26423272222723,288.4509593798815,92.27267730705859,78.22064674413741,31.192553518471012,3.2274378203107075
17.812082032157694,19.73973225733299,32.22083403334327,32.81588471293077,32.73011528625516,29.354118277630576,29.50290097440658,30.554056204597874,27.800341057855608,23.38956551925784,22.955320199985792,21.4179549814041,19.10623270795041,26.032421465096785,3.660020104816112,38.30254824691301,46.706517616472105,194.8173875586963,295.27885215912113,318.78912554873426,220.36811622700708,70.75886892525438,113.67440099237739,24.432623591194776,4.165286831734741
19.357118202675995,16.12402148446884,34.51362848214821,35.17729217260648,32.77225604036316,28.178127039779667,27.706285670766082,26.596952358630276,26.562603942210316,20.080009831426302,23.799198745807697,19.108561636918555,25.694067932067938,23.355999592013582,25.716820240397244,25.18576861191064,31.93246393904632,237.41227414898,235.74936391277453,273.31126524801766,261.7023792006636,103.77504353592784,75.92449052445937,28.417454629038684,3.5315885809539798
21.37416185886304,17.503509073815895,31.33916216137652,31.601460954707214,30.289960630166288,29.119780147000363,27.127340666853605,26.6935372016129,29.446136100852645,21.069075594707353,23.721748670236362,18.123837971278586,24.3966317731822,-0.19751295022823273,31.872299802421367,-1.024484859553495,28.991993176237095,243.38656983235342,254.9678431743293,176.9403617886178,341.61246434167975,135.35406156887808,132.25525638190652,21.690648045658886,3.4617445556259985
14.326761218975275,16.86112834876354,26.027077695819017,28.167191544191198,32.26630572331483,27.44473818502689,27.956032237938405,31.962576962425395,31.264480424060874,22.0750110499988,23.141160068015214,17.828040554425183,29.956920587519225,28.159076000682774,28.17366647046567,27.544443319727662,9.214307067844032,320.1965834172588,314.6155968161028,194.61163877663623,291.3329392428914,63.66281938404501,131.85327728749255,34.55597042105526,3.477738766267254
17.885542578125673,13.665750080885559,28.420664510657385,33.28742299889162,34.264863590744895,30.16607477408087,25.015359297501494,23.755051387655076,27.462906587571798,24.950086222121975,22.25973451335152,19.88932645424737,29.943183837546307,21.589257024471774,22.979071888442377,21.526417928991535,8.154552587050432,244.03708485558926,265.4627948808702,296.526734914662,343.4852885284006,60.699963079327524,114.41630391389963,33.15093995487751,3.6932289296483627
17.2816600125405,19.698811415249235,32.193008182238565,32.972774976823075,30.665140306796186,27.97215859028571,29.49149162646386,31.558307128449563,27.13940388869175,23.961085665763953,24.69567773071802,16.620674810113954,5.005986225290542,20.280128408631164,52.95078790445786,12.28980051044772,31.119267320204695,205.49628493910407,248.89657658820462,334.4668157968169,341.272491085496,128.37183887966575,73.398324148376,29.835514506019848,3.15234931181142
18.41052088420617,15.369374909805293,32.32109796164314,34.17965575862192,25.103819760027566,27.045853323987398,26.336070480063835,31.371850470037472,26.725827603876745,25.15704867375938,23.94658187354515,16.86947785107019,33.640993424529604,4.736055510789519,21.11787936132667,25.511521949999658,12.40499677185792,273.3679345006087,238.155450885367,275.31819828668944,275.72515106129646,104.10636021172814,79.89793644382429,13.970830061545614,4.2437416376993955
18.62943439256031,15.541240385667008,29.3238289153141,26.922582846631542,32.48161312808678,26.804293052094486,30.050352427865196,26.334627826524038,27.408329476982875,25.458129987150702,26.14061263945657,17.621068147900644,34.339956285308894,20.41231797220635,25.462135488814013,20.38035995154766,10.686188491897937,279.20408472221095,224.96398800846822,337.4582190755008,245.4959705969396,82.92099353537974,81.17062061693923,30.18822775705112,3.668108092630364
17.98845894603074,18.44943180325164,36.32264632653203,35.48136265453692,27.042023314924904,29.522875849648635,27.48142842986159,31.102260747520113,26.366708627805494,24.067331030980743,23.679899299846152,17.927922881414485,20.546078150719964,11.47289803774837,33.2584262018298,31.64394985532615,28.774337688387316,200.9573323150401,293.33297602591676,328.3540287927856,368.73242961289435,94.50906799099732,56.49596551065893,24.559453732296955,3.1035785311731297
20.792756284111185,21.497268284408783,30.312002748351393,33.81980843086105,34.37541137287419,28.548881370675463,27.93374898583671,26.849911329026487,30.4335386658131,21.70430007486596,26.112360667389797,22.654948972424,9.971017897956871,25.368840463474616,19.11675141700774,21.382448817979814,9.909424148098896,205.72328522630727,232.5751187751628,347.98943881191695,307.60260095854915,91.72243562921818,108.30476213461169,25.09247336224824,3.184273742690978
18.547540580206935,16.254743137669816,28.085867545525772,33.10561544545056,25.06566071178965,29.056176018682724,28.253720215270643,27.26717689288211,26.512576057182052,23.088755231483095,24.32327456924656,18.500637767632114,15.511389991673115,21.485097402454226,-8.438658931208192,29.24582906038863,7.980608817176151,384.1992877962354,240.283196361175,341.06623996807986,228.19628831250995,69.78331456644483,144.24124906372714,17.223693457208846,3.1105577189944786
18.502154319563644,17.089735502173493,28.528457083642493,27.483692037187687,31.969817892457748,25.059820819549603,29.899105541627225,28.90974240511483,30.74158339053674,25.090944742590874,24.915218759051104,14.650634977906737,27.557204032175196,36.29974968817425,6.370060776760422,41.15896883125366,37.5585541442684,254.47491264895433,295.08451686177415,216.05474179255975,318.80556368137536,83.07708614849233,90.86693154813055,19.46226957182972,4.516834401517009
15.197315233511324,20.14145973751027,26.75432326970359,31.2108312433082,26.84755965750475,27.434464214480165,26.71418362065399,25.368831310797802,28.14041954377332,25.23784151208229,20.88121288038331,18.85787694426509,37.40307065653927,16.28876287404432,36.6645397425741,32.98392784182335,13.316172566673853,284.14554142369116,310.6423176148111,274.37852024779414,303.0996453516614,66.47310806923812,140.38949666406913,10.370619355718818,3.494526939737748
18.555091290224524,22.862532165820056,32.4642574139001,32.8571844200814,29.445036334432913,31.63745906431301,31.535369781224766,25.447957900024726,28.403180968349545,20.32285744780348,23.67507578928731,15.977292461681182,7.463581276543666,21.443208074897708,26.90627779288572,22.185520701908562,24.574840139797256,354.26319887459687,253.00761457685212,271.77628328893877,330.86766245948206,144.5512356330797,87.50211480117945,2.6235392051733255,2.9735928560217695
19.62545204047583,20.744009378777267,33.969014883642814,28.428408140577215,32.399254370379495,24.926452894040107,25.904570373293463,26.101666986536866,26.759576150588977,25.813299731205152,24.590621291241916,14.637734396356056,11.694217610290021,5.446823929108051,40.568216657990305,13.963335414729684,15.585112014549852,283.12335102964,299.90080622965405,361.89506101237384,256.2910913948729,62.522615042887395,136.7225487936993,22.433528630022483,3.6236220837394026
16.67942828516281,23.381938457378443,35.22461217777304,31.696227698327416,30.443135036453114,29.56970071317437,29.120135104434663,29.042886190814627,26.50819436619111,23.843361564205278,24.338883281413395,18.67656453672323,22.99818997151826,18.3083721792282,13.130734411494428,37.002920335645946,39.55467364787379,246.7999125621153,329.82491087473727,208.61210125125874,271.2727351406388,119.90208319329315,61.84297364050306,26.243673326671598,3.3127227342564067
15.044970142005502,15.511501845768445,34.7568280877424,32.00890297002313,35.61746025936148,27.13247486999961,30.29932501182747,26.11033444805573,28.228481279400192,22.750726913210293,25.37463049539179,16.311090739352146,18.487578143531127,23.97500843646978,12.876462884782947,27.160312387200047,16.048279899445934,324.46391203089865,311.6631296832459,301.8458577624717,343.62813341353456,54.63417748026352,19.47635487711476,9.532482256998252,2.975879523784058
21.264804880097717,15.88110772420306,36.208728839704634,35.39836840539731,35.60833547632346,25.159677490659238,25.407800477782345,26.49835977093374,24.54249845677135,26.393656642578193,23.172304247555026,17.75656524316205,26.041632033043744,38.535804273217735,26.11420575953319,16.829895810732406,1.0436335618544224,290.57388159763366,212.91915727245402,321.8184803256695,289.7843907175036,93.46216823765933,116.07456921010984,33.35416952819639,2.7696220270361893
16.545095308746607,20.01400871490416,25.058712090956536,28.365024863824434,35.90703917730279,32.85672553292699,29.618711031679872,27.33272881904142,27.42162474628629,24.313134709342958,22.364336505236356,19.758558398745404,42.89841136869063,16.02885774278183,44.064013068590874,4.215529526528891,0.5439245824596299,322.35931695958885,313.27512878431924,311.27467948357537,310.96229451479536,69.88900699838574,66.13641634297919,14.104452223482072,2.580718105816646
18.350969436365087,18.278696671000915,30.162965344956422,33.65871349041929,33.90523504826824,27.344640576909118,24.875921500349396,27.497613087830604,30.68179014764043,25.362928206802188,21.720481899744815,19.889189270109874,5.164930803838493,15.231137788509455,26.59483567307204,28.319091575109173,25.86850653625403,245.87403765739379,332.37394703400906,264.4844968827429,230.5285189971719,113.50929374422222,95.36636654862325,27.438692579932916,2.554123227680725
14.095484445081635,21.180260978800035,30.086398256357853,31.836116824900703,28.734598974206445,31.852507191460745,28.220620693309797,30.795255225816867,26.816881508678353,24.865451811673946,26.493578709367462,17.403065623250782,25.38779231016913,26.51616311176821,4.627505141014254,18.71779488654063,26.509434770226303,287.37803826578596,236.16486151875165,268.81936998145153,281.84144671983654,107.21982154297876,110.28450952284237,23.1817233849488,3.231574666540951
17.027225302218444,15.43449717624692,30.843479316105196,30.03396366125383,32.18077231486591,29.62269131793974,28.416783403312976,25.617452669781255,29.652718449252962,23.77062752462845,21.067092938934294,16.648315756701155,21.309014678595823,22.89514223007133,15.994725657000984,38.03539586548,10.62884514181141,213.13163542691183,184.66501876472648,286.69557256025604,280.119115410324,89.25426465743045,75.92238935593154,29.29406689574278,3.3121982544308954
18.370907863339873,21.25839012802639,31.31062195329657,32.69264270662285,31.00609260745332,25.85980607643636,31.51667801171478,26.969901595513544,30.813256636095375,24.25227201611666,25.258931399855726,19.671120444577358,8.631259080656292,28.745544264092608,18.52686341464635,0.425658129995604,11.770109051793554,264.1841662080057,304.34535678270066,304.1467757732011,324.677698836603,80.62609654287343,112.01971872204346,25.761562160330794,4.009749262451394
18.56549335989525,18.488927670997853,33.14299322513775,28.088207119095284,28.084453018964922,29.204461574521638,27.23665781815017,28.471073071950535,25.712851693108675,23.962461867964223,23.995816088274196,16.8806653651857,10.717644580260398,33.75107247597516,17.428559888942512,35.00006775037263,26.83573665776409,265.55091957558557,188.1888321223449,306.3817249905287,269.9383572967895,117.72123625215782,53.928709367496,22.138558927469823,3.2852334996389922
18.21462751501222,21.19959029443311,31.712357771284797,32.55431302647727,31.030580171761027,25.698230907174683,31.441385128105875,26.940834806524062,30.818890007059593,24.209842982351237,25.170508390376444,19.921816968313443,8.022484580285692,28.32006335092554,17.659780976494744,-0.5633608891066562,12.8200762056474,260.82352589291634,309.7202650171682,309.88412520241025,327.60259549043855,85.00137971639303,111.87596514474318,25.9095552522678,4.116503363264748
15.412757741706454,18.739120013720907,32.22371146070058,33.809573042787186,30.392267878236556,28.109223913822486,26.593129131053196,26.32102336559756,27.980289058290644,28.48674154369264,19.773879122684285,16.54656473783176,6.192097891508679,12.55733636724172,15.39850333319635,4.628804195028599,31.341889063816254,222.6990876858846,307.7102346959832,297.49558016165497,241.38430927855526,117.702854155302,104.8637100587734,30.039718909267183,3.597648202922925
21.453670829015692,17.52122686549196,35.183481048098415,33.63884451641733,31.29513190658393,28.119785771140183,27.418633039544105,25.74793813672331,30.773665943846943,22.05561173836181,22.567876153227314,21.037835983830462,24.616690381173523,28.885860548367788,5.276111074133684,26.607539223462172,34.211896490832046,290.94988271931373,281.23115720676384,207.02185334629692,239.52073527770585,36.37246189724093,58.509261901436034,32.458546475719764,3.5167300370348276
19.563920145763216,15.904980641134275,34.58977585109737,32.152952651165165,32.159155142901604,26.25582796485132,29.815520453061875,28.570372734284202,22.538779265710215,22.6769336043153,25.259042871019467,17.651602832310264,3.3629097546870748,11.154440599130389,37.12552372582572,18.130856348164574,32.59293387504132,293.05274433204636,305.92142128720644,332.4738668989732,318.3474409857055,45.01033609472451,139.71656471470507,30.805861235660025,3.8107911706742255
14.179905431281586,17.000555754472547,25.682583017675572,28.923635145329868,32.31657828514957,27.29499989463364,28.05457224655707,32.46397702143245,31.364572397241584,22.09345403503913,23.62379070338503,18.010045828865206,29.003425391454954,28.636276021527113,29.301320708660228,28.06292205342485,9.791726681440824,312.77887662644076,307.559177113403,199.3391639804237,287.17397137633327,63.83220967270349,130.9545216995888,35.218003982758184,3.501076923395929
16.590023866059134,18.261534710478063,29.8102138371068,37.01683080955632,33.92577690945643,27.20955121987029,27.166344623547555,26.863530039223942,28.268149475703265,24.630313222406507,24.683977665185065,14.113812798806316,5.665362159963718,46.309070852159444,37.89628773492545,13.855395767127655,36.91042364754782,269.41018585249066,226.74007142941343,219.79582545905842,243.25609484874064,54.52477414759904,127.29859466809467,23.188120457505732,3.1771367586186736
19.95259497889176,20.15083333803771,36.5189185131122,31.504056828946204,35.72611261247348,28.939093554612132,28.096015895865545,28.50287354472321,25.394194827087667,25.518114489630577,23.63696781511008,18.346621107094602,26.363220219235536,31.68962031009732,26.43178813909054,22.694525001300267,11.888281256817885,259.43806139378967,343.9304425496437,283.2954673313472,313.8471557553833,160.1303208319513,106.73745287581717,36.7667234884383,3.780014978852596
16.097555138549147,20.994577375609552,30.56385811746728,28.54096919432962,34.72306413223344,27.068523689375954,26.926334799449275,32.211820292287065,27.36709246904457,25.4352554673243,22.729945965886518,20.991528214111927,23.56155262543,24.50316872253053,19.45391507884396,25.982509501311586,15.302710803671465,295.4212904942924,276.7738939010971,267.01941603964383,253.5907304973837,92.3726282334242,137.02889812062296,16.039103024158607,4.003681026576553
18.75889439196903,19.249611339151055,31.588264408973668,27.845682717112012,31.989826962156087,27.009718328441934,28.066016037164175,33.62020651527913,27.188221753676814,25.445517032346707,25.302676480011385,19.62666577007711,24.52650305301465,39.36307394866538,13.430757959775475,14.347940816781383,39.026256529182916,301.415685193547,337.11788948048695,248.24616176497875,340.32999790846014,154.6620497847013,93.1509592068625,32.375827618411776,3.6855643661705586
15.159693392523423,15.688553317766061,34.48355459165612,32.029759691743216,35.88107492097016,26.880630830478918,30.32385169566044,26.37090428288939,27.927910807411774,22.896329605838012,25.445839746906213,16.59370949992799,18.474816052620007,24.0233204486733,14.660887154534047,27.192269966133914,18.19722415489484,327.5136102242605,313.0069152992061,307.3382623963062,329.36451746141313,49.09729472568516,26.409406414533922,9.212703546262706,2.8929540834076923
19.67353969752172,20.04297358856174,36.308801140260435,31.179606944571887,35.66492750883219,28.71903726871033,28.103287396227906,28.94257715082981,25.287587241581697,25.510223503636674,23.18815857233827,18.402541818214065,27.123519110508482,30.966684055473745,26.3304831713848,22.027339122847092,12.903704872468346,262.53853847777185,338.4565129312509,269.3660166620555,329.4985358816875,165.22132814016348,107.7897921437413,35.52195719829219,3.8952601493312784
18.149424551325534,20.80646490616005,31.52222268041541,32.62922505478076,31.37348119165523,26.014816555965744,31.28330230124386,26.67382742180269,30.5903774470867,24.113538609964905,25.729968291461926,19.660134591012696,9.188724910585155,28.096264419395965,20.524599919939472,0.5331113889947792,13.342031955945231,271.15759525873796,312.4034142921703,306.33633758070124,326.57991919460636,75.48282571961316,116.46016425680006,27.295182376178747,4.015756315734669
16.147894996517515,19.670737372643817,34.54118660080068,30.04827650666145,26.66807277441756,28.529617233445755,29.15119846084311,27.820043494723905,26.89958533237511,23.33535715103792,25.082840761742222,13.046402643274721,16.192154947266513,13.961005820625616,7.228054272865532,43.247002846391624,10.344138298485651,284.0827516457787,363.1242065644108,287.65907983059276,305.98247869857227,91.6128602623113,130.01956419824677,24.276085832213376,4.094177074122388
21.452979360579086,17.25523787859239,36.32662081175558,33.25284057548985,31.042062112588578,27.610392358868484,27.69706105635795,25.56425219985292,31.298425627394945,22.018422032599748,22.723376639670445,21.462529979139294,24.61654396811422,29.837823442270867,7.959226454086998,25.441086498149787,34.16053705399188,285.3084229853812,286.84017812423696,203.3788080848827,238.13254723780287,36.609422434471185,58.078910964444525,30.624017844177473,3.594364188153905
17.0777894864992,17.655235093706043,30.940011411565738,37.788406012382644,26.631726312296458,30.26142216811533,29.519751720941432,26.2292402152728,23.706010303132548,23.41111303808543,25.014176106826113,16.77719704931147,29.343456156524848,28.38137145013796,15.073744917577367,32.553955316593985,15.732968220832399,217.65011130483384,307.5975346594383,272.10993440053824,369.10709058825097,123.60806770574965,142.76279586523043,22.175028227943248,3.2731303188719174
19.04663740803425,20.591071875810854,30.799890522142764,34.59968440989478,32.361657657182924,25.978973822023082,28.569623939975074,28.516851851279114,28.91649520415984,24.514922061768583,25.454662831606225,17.811688840545386,12.747943009037126,8.920812870921203,26.474204803760884,8.714422083839683,38.949755378593146,247.6713437689747,292.51014606719,309.5414412152559,330.7416523065758,90.02122491891926,157.77376426891325,12.251753877275195,4.106260778467565
17.80911098363837,17.430158519944435,29.415310829406312,35.49853375512352,27.87168460343328,27.318469908098947,29.236044084889116,26.55781776130261,28.31092600121684,22.229815922796114,24.97607280157876,19.73114746652927,28.654521906987245,33.828408800057254,-1.5678170828796907,9.79272186639784,19.009584729014517,319.856359190589,283.92003849125723,297.14325670046014,312.4119671852367,90.6733499009169,129.72246490854045,20.47332545692303,3.46246385125401
17.719587868258614,17.503816716800007,30.132348181312647,35.410636226106774,27.458760188537944,27.534981444331486,30.01616537955615,26.240866095248844,28.23169943687577,22.271330405692204,25.23752655287517,19.822567562806583,29.82301626340096,34.038477593249766,-4.780645358961088,10.69680510641186,19.019809357265768,318.0022730219057,281.9234425534106,299.98245550118173,318.50984304000855,90.06178426220865,138.7996536096629,20.958238470700042,3.514383765501019
15.606973847388904,18.42024228552538,32.007119435942506,34.08055888715445,30.307564240380575,28.189224497367057,26.626497733388362,26.598231085612383,28.23310093778493,28.253239846920508,19.811396913712496,16.526460283730085,4.52040772064353,11.173996985021324,14.328687454087602,3.9532290510237797,30.523462576013817,222.32630882981928,311.9736108841542,284.43940923540066,248.91324445405465,116.43189313680324,103.67162076156447,29.01081990951985,3.586152592345073
15.66804777777726,20.324548850290892,31.479989977170202,29.276189814759118,31.53579902001006,26.26002119634319,29.611819518879486,31.31997487295943,28.14256402043885,21.358912103668786,21.091507766679737,16.72974291208634,24.596497476383643,15.065286804231663,19.64209507909105,25.25135411395739,24.753881052612673,262.29170613730884,259.4749833917234,269.81972424095693,327.8991609904489,52.09240998302593,139.71007491203906,45.55754227428997,4.134761771715592
19.135490826820924,19.94966193442748,29.977286557532818,31.11855458111241,27.4698497986764,31.016996975310835,29.429114775277352,33.93424457392462,27.812667219744075,20.492152414203602,22.613071753841435,16.613189019277094,32.75848126758259,12.387528736628774,24.779325242659077,-3.0954594124104915,32.247051555640326,269.9318178831735,291.2683990126497,335.4796323582002,236.64165680397755,111.29485898418656,58.27372080907753,9.231717003334694,2.9775065134660705
18.369641794819547,18.190089396569782,34.20171906240044,28.696193791923044,29.845771281524854,28.293316879305625,26.56755326254175,32.420155393114314,29.433125478897466,24.656657646065373,23.26952055268673,17.325723590348172,15.945638357281828,17.03395340143645,31.662496817859896,9.297987701211195,16.763460847463758,311.69888311699,194.45541370212246,225.75766170382806,279.9128338059739,100.085741454035,113.54328354254062,31.127150175224205,2.612493660037143
21.292889680168432,21.032408073917495,32.04437495575774,31.068129078425493,32.64689337188832,30.561592402818096,32.69786320738828,27.99701631615676,27.077478377883022,23.708023529278456,24.900522643044336,16.22111479848729,33.33635418752559,26.07910125582796,3.262082463083049,-4.60703841255056,22.201158157074037,306.1263912617389,287.67027909807217,260.0596302606257,166.06006855465677,40.25962249904401,56.972135630419196,13.825741463964121,2.6885388726762383
19.365280789680643,17.09784928112133,28.479842764462443,28.973192316550204,32.23670142569093,27.426146652455788,33.00857611168254,26.357411506201554,23.008066387691237,23.09239395499737,25.06039552436912,14.076395312926229,25.20462227885084,18.902178772178047,16.202925212277936,32.01439523684765,19.901687771534753,285.5413753101887,266.3380977246539,305.99662679709206,279.02917603186813,76.37791327927852,103.31387843081461,13.205602452761813,3.625592396159049
14.883369854623638,18.5093082418989,30.956568205363048,33.60708152590705,33.14908652083182,30.470128606127457,24.239340501336656,26.20589076608572,26.679357220805496,19.750903426343054,26.134867589801644,18.003940592646746,21.31564865819717,35.944900832415,21.93307435741216,17.949678509313177,20.19445201187117,273.3233647363038,339.55840320094734,242.95361239733364,353.89936682987536,192.1441677086397,105.152548709236,23.82529761597876,4.127918574680791
14.351175006766246,16.446350203533516,26.38827366378748,28.006229101374,32.032490186933,27.235949234076696,28.17856174963134,32.15622888150124,31.28102093828556,22.26920970813727,23.807986307502578,18.108814721395813,30.013551574916725,27.30895695157725,28.415330868714047,26.983541439842362,11.00714309557336,316.02355068249244,301.85522454971556,196.99183046071585,283.42366280920913,60.055320344413005,124.21473499930632,34.37510008515828,3.497828521647595
13.9645637757239,16.79380852712104,25.712330592716114,28.16869773025996,32.322505169815294,27.330390762970115,28.349822878722172,31.770870932429894,31.331305793563114,21.876332295040463,23.57192887082171,17.802077086604882,30.132449347241643,28.288200216645798,30.849744150445918,27.68823830786598,10.545609781709322,312.8657791188934,313.4651480431296,202.14655147159584,285.4991606222142,60.141287533185384,132.04604761619396,34.46666357371056,3.4200965893662376
20.999681044077516,17.410196546289225,35.33519220379907,33.74771750811753,31.5703996406685,27.690975836006015,27.631450845766206,26.120784765340552,31.125509440408827,21.86422414544601,22.490388992745437,21.611590833689345,22.796819572304628,29.917385695423484,8.240302013863962,26.663744755824904,34.16191014675011,284.8806503410896,274.29496372681746,207.37022256453773,241.53908312609354,33.59246425961821,63.06450250818378,30.765520762993475,3.5468879589181714
20.26962936215327,17.815169011436968,31.72972742815078,28.666092589868327,34.763479897886974,26.619174461760913,27.797569612243,29.712447904034786,28.954956579334493,24.708001011574606,25.40967955519527,19.030142295597376,32.62949506235043,7.292469945684528,24.096717031670735,36.92585387534638,17.960614020822504,245.63028455486747,267.57944207567226,267.45901233344404,269.50244131753385,89.7636641544804,124.504059127453,26.86283816353442,4.208414440533228
20.541882448387568,14.9035726398999,34.848692107137985,30.734112736163198,33.020398252039584,25.545947806493935,28.507450311811187,27.826648633272306,26.917229645826247,24.55197827101574,24.643376216321045,19.916940978720483,-3.344601470461564,12.454163092508296,20.359261145621563,18.439889944324133,2.4654346709286563,316.14677863547684,270.13251207742445,303.46327291173134,234.43434203104647,66.83659201417017,50.10910724461254,25.01986543631791,4.012865706872307
18.54642528766373,15.552452363270357,33.423757860323256,32.64407244325106,29.791832168168188,28.443527504116453,31.544448579189638,25.75456715995408,26.206412722774058,26.589809451873112,25.567207266554426,19.693175484663225,27.582194988690627,9.059199392151932,22.364161967413505,22.004899416910078,22.38407416948291,242.6004792400172,300.40041458443085,313.4311899064789,317.67948166583494,76.48090691132855,111.98086236373966,40.79130814132625,4.030065579191341
17.451210424198848,15.882968755946065,31.727126100992844,35.89826604508226,39.89628074791408,25.014474775999325,25.98016047639483,28.328808956199374,27.721011709362926,23.260870423532992,26.271081703820354,16.225075285402436,12.98645737810047,12.47549698747867,23.183604958517503,25.47586634599002,20.422072927901418,278.62790142724054,323.4248564419022,269.32509247051325,318.1706901625947,121.80195579021282,88.80466665142167,14.940783765118272,4.264685923493837
19.043472203767642,19.899708182175445,29.43629105821838,30.863344780199142,28.026457995776976,31.24718158263427,29.226450608330882,34.12079685212457,27.795045528837846,20.65079904614857,22.176740602913785,16.369796247723993,32.56226612924621,13.956750581611361,25.23782971582644,-3.304033793502432,35.33176198197603,266.10209452705766,287.12843736603844,328.1961925667668,237.0102498897304,112.51294852752285,58.027173907344086,9.879163904445475,2.9078364807684096
18.381319002628768,15.066479787811579,33.23205343037698,33.37458075201737,25.2295799917425,27.340883114435012,26.210269426960718,31.347144528051018,26.742716480420974,25.19802509894135,23.610855104115537,16.632182615234676,34.32483874705419,5.730061594131042,19.776622078871704,25.782465816196332,11.879203700413216,272.3353224190132,237.02776767297908,271.87258678906704,275.37701515743925,102.17489228812515,80.09983782753956,15.623156322226201,4.1591854516909175
21.22351740927641,25.042623474513164,30.8563166085294,27.921929114092325,34.59197672877593,26.732174828300995,26.401623540442248,27.66981316660079,29.073678960073345,24.491252739980354,26.843345286507216,17.568564017600508,22.701661811632295,12.362684500544052,17.423268254004064,31.028948424677257,20.81955054287161,203.92357563477617,313.84966549938315,264.29011326356266,346.6408508575278,110.93600520900276,111.50545905645211,25.081537758307537,3.3002525376836274
17.03469258376079,17.852078341321484,30.869291792372668,37.36716617042088,27.815788051820192,30.43355243535961,29.410038005913634,26.678836722117317,23.343346793411985,23.031913750512903,25.560780290545054,17.348695155445206,29.308976014962383,28.37756424423999,12.981348755760584,31.5059893857764,15.43882037017107,207.30362442240005,326.6431303681959,278.4934416846635,375.9114507262311,129.67470903946466,138.69593875436567,21.342693976287645,3.275180903051693
