Avg_Temperature_C_Jan,Avg_Temperature_C_Feb,Avg_Temperature_C_Mar,Avg_Temperature_C_Apr,Avg_Temperature_C_May,Avg_Temperature_C_Jun,Avg_Temperature_C_Jul,Avg_Temperature_C_Aug,Avg_Temperature_C_Sep,Avg_Temperature_C_Oct,Avg_Temperature_C_Nov,Avg_Temperature_C_Dec,Rainfall_mm_Jan,Rainfall_mm_Feb,Rainfall_mm_Mar,Rainfall_mm_Apr,Rainfall_mm_May,Rainfall_mm_Jun,Rainfall_mm_Jul,Rainfall_mm_Aug,Rainfall_mm_Sep,Rainfall_mm_Oct,Rainfall_mm_Nov,Rainfall_mm_Dec,Crop_Yield_t_per_ha
17.742262497223553,18.819528833746244,30.31889182768518,30.935270970861215,26.63747134287919,27.013093328043492,28.512852153656915,27.693279995180017,29.56012702784318,20.715575330776762,21.591771847750078,19.55874372491829,21.964299302719045,20.559207972547565,22.359893103383623,21.833050817005695,27.399705925783923,289.11660121853714,256.39893482864477,178.84558556240606,332.7446468105366,92.50305326991989,97.07740131653331,29.197475308081188,3.2195222960302696
16.919360356493307,15.868434737263179,32.17167694141288,31.49122193755744,30.499532100648576,28.31608641965507,30.712681329442976,30.216063350084717,26.60312770341516,21.572572830775563,26.00281839115071,20.864872846063346,21.838594492349543,20.278299747228626,20.027311090689967,-1.77684396641873,20.254254487942625,226.07868835825354,235.6509390599011,303.84238896752254,368.3495006811208,131.46944100228797,79.13546260089947,17.568667016065778,4.247220762607431
19.626138517490602,18.490974098786356,29.9141359055676,26.099814191356757,31.09739195350097,27.91873433302041,27.678251902323094,28.362273477907642,25.838292136592422,23.608810057156663,25.432345078224238,19.87449614640545,15.040095506576002,14.59744158633026,22.081710127395812,13.049186694675061,10.64931846598708,282.21843898192725,255.01928391698587,300.2398417066333,348.05745093899014,103.82384610346237,105.34577158142507,23.09558199019936,3.2742531557540135
19.77323734120748,17.691342070789585,25.12026634188613,33.45543168698605,30.9081137900994,28.695665203778656,29.41511896815983,29.747749643037395,26.97239002720834,25.049027828047723,25.03099984160614,17.86288498510217,27.157714784590194,11.475178739451668,21.54234661040154,29.99519860338886,36.532108136403515,308.78985107218875,307.63451101814724,248.00181014203898,231.21008290121912,114.74671286881974,153.9731266387258,26.378559766761573,4.330227591928591
15.85298239790609,21.012778294922192,31.311643687155467,27.75542467592565,34.07471239458297,27.012537628054407,27.00407172873816,32.37844774895397,27.42558082969729,25.404133336075876,22.76294709430458,20.841282742800264,24.691018184750885,23.631624811742416,18.722618840699635,25.976990665629607,18.896743878182416,288.90004063335664,266.0824866488741,270.0543910329059,245.16285445023533,95.62928497946525,143.50756798145648,13.427932032833144,3.5657893201476867
17.44249463653652,16.056006273319454,37.909341798905025,32.79036502582572,33.719417193008525,28.48604160056294,30.195213126554037,25.6838474436139,27.745913006826033,27.144891661497624,22.486316079808734,18.6130748627565,16.160405776307904,23.922202575088154,10.48911019796654,21.777503057287866,21.306873350367994,275.51180944739514,350.8181825479061,266.05424756996047,259.95789739350784,107.14129390114459,120.35802842736967,22.714875656987026,2.538233554636546
19.79554674261051,19.170484644039554,36.01288393093324,30.642572848052964,26.544673271589726,26.175196822913147,24.96168388388996,26.50751577150106,26.72253557251294,21.846426068023746,24.03738690705906,18.321492408008137,26.18369613686755,5.967846720268671,22.55043971822205,22.233556827678843,23.235967402697536,215.26304183325462,332.7921435599713,353.9236922388323,188.02445162018927,142.29814391835947,79.13852686635376,24.905734433054814,3.6599627044292284
19.71049595812243,15.103372122791482,34.463373011423606,36.322864850221194,30.148852568870996,30.03404873785915,24.84733719191223,26.197198511557037,27.572975545507706,22.0840347943508,20.102699727633848,16.059237012925927,23.481374425104907,25.969045460216726,20.302761499998486,13.187998628891792,-4.750103052629302,292.61713142717144,186.96217948942495,321.61166975881923,248.41837665571651,68.54518445730727,62.25457500624251,27.02315826424188,2.5203770039460967
19.66028585348525,15.086323761806579,30.795952002764764,31.13128169395734,31.38837073117679,22.47327388305964,27.690582913596756,31.504697561104848,27.415530901104226,29.357396809001834,24.144267798076125,18.299159836840108,20.87471010824135,7.858794103546002,36.29201620243493,2.580131669902262,17.15264811689407,280.87435667707683,314.43248660419306,328.3595463709456,218.61949731280762,107.89694175338093,98.5789304501774,18.49591442093004,4.429849760487222
17.341833840792997,17.854029711462307,30.789133542400847,35.085518651900834,26.822028634307234,27.879466893649123,30.03215274746522,25.965947213552262,28.492570333091738,22.079390253832678,25.046783436256355,20.09184775638031,28.350686284977666,32.600495248817644,-1.4800315916129296,13.27389304586266,20.51778602220563,324.55554838547033,286.26523097588415,292.0758358352288,301.4831727962391,89.72921013197393,129.08391241114836,19.480562577941612,4.382916547347716
17.21596450794989,16.111216994460673,32.712312372059614,30.01560991967643,37.39823972580332,25.36830125846714,27.251713015459643,28.43637761925651,26.492538640323016,22.84929932902455,23.755984081109595,19.094676541992563,23.297872641978536,18.873512336568098,24.213738331252852,4.0240997435523225,34.21788289952562,313.0600046664774,282.3254504413902,270.9462291470523,244.70436465286713,73.89634046407058,77.34266897516228,34.64217076476562,3.343602819813116
18.269444430200313,14.583144475265684,32.75769882079094,27.415658117969546,34.20623774169439,28.742477900849945,29.203109370032934,24.34915009981736,26.747641053879367,24.79053429445875,22.030032037539016,18.560462744485495,8.853576050078509,9.951542506333906,19.339538390643547,14.560916743789297,8.739441739111289,212.35271929428035,272.429663634573,337.2153928941716,247.35667928856878,133.00036842046245,98.8781243779721,28.371438787798272,3.690182124815249
21.18927338927037,20.45291394288389,37.616096570893504,28.528905776910083,36.45967298223199,27.234715933889376,24.535653209919513,29.808648988147606,28.52076311050733,23.36697010077509,25.552340276424225,17.966042780594982,21.08893487079458,20.263080947476503,38.68637638801842,18.94467731369207,28.494841330660844,258.63022246984735,346.4060229907631,274.3849863578059,166.5356855905433,140.7004945755198,107.5113094493786,26.261965762099507,4.26534602867574
14.756815331670856,18.474636906079816,30.869566840972784,33.7097615865625,33.032516750929936,30.341450680056752,24.442495556686076,26.415989847660374,26.966049703876553,19.389976822150782,26.278703842361253,17.835907176424666,21.906649601516065,38.53988563382553,24.376955593540917,15.361178532719764,21.245539860971718,282.6745024126902,335.569303028648,248.85357113791858,351.6367416218061,192.0254538005309,111.30444001020501,21.566418060175383,4.030859260741226
17.561018955500607,22.592615145414364,35.5860556064291,30.162977059226964,29.99676940164477,26.745389286773037,30.918494981676904,26.47397095343041,26.70678500481975,24.485448965607524,27.1006417319372,16.657980639266437,11.802373177358247,13.209753599738747,34.18957336270123,15.114503416855674,14.821043137854696,339.9347691450664,249.94516734093284,308.12173175985305,310.239065883505,57.61759359209074,154.8443290043874,15.597031529280823,3.4741880241864824
20.65686327473875,16.29536085958104,35.076456161410874,35.775675926652895,35.77041150780277,25.38325791185882,25.057582149646983,26.99064188357556,24.212517517912776,26.262042849880803,23.112909991746374,17.765387022890692,27.123773043677907,38.07393081176762,26.035238453475902,15.055982656382241,1.661878662977705,297.76385650581256,221.644805717733,315.6484245558274,287.74725146403665,93.12205741045939,113.04344108035191,33.95235410147816,2.765821227756166
16.115705425772507,21.227303206099215,30.734984907214866,27.80025296273181,34.78725133786521,26.96896467921018,27.265790937930966,32.22682705069206,27.461454852270517,25.805634697835867,22.82323861924185,20.984070731536814,25.013976266751712,23.35189377059982,20.44729162926173,27.2433530698069,16.755739700593868,293.2322621187098,270.81527463813086,270.71232684174475,248.98788071387096,93.73386583414273,138.38105195257637,13.069617949929633,3.538555319589325
19.08855183084837,20.401565516381496,30.910709817430426,29.423011814579315,30.68531596159152,26.682196301357706,26.479449729120777,26.214806562252907,29.2469879253618,23.819684611140186,23.889680492485006,20.46231712243243,8.378330486683659,17.459296297627635,28.43175091105442,30.884688596978467,32.23161201821981,294.5263942754851,384.2507645224033,291.39426029518233,299.63944468690414,103.31342294285454,90.62347606968807,40.924404233920455,3.012795323642534
16.866618258337095,17.749312772844434,29.64918733232798,37.201639556565716,33.591904315994306,27.04693302721414,26.750124413117693,26.42498832651204,28.080124804675595,24.358228303985655,24.543219013341083,13.865311037285418,4.774556242669344,45.65991093546965,35.899357024369884,13.574762202059015,35.761554552383046,275.96727704707837,224.7119912883699,216.9464406604333,238.9841015775098,50.842458648851434,132.72584862025994,22.997067665449837,3.8032990478222324
19.58077413810296,15.88410458391102,35.24346205317969,31.762963989696818,32.54326586440624,25.996701280086466,29.97358335745504,28.178608888150535,22.73312290929486,22.85999065042255,25.11501393959085,17.871500082749154,4.559930641632819,9.237403873168867,37.35094024156438,17.53173166784622,30.41166305581686,298.83997605477805,302.9422790338216,328.16376626411915,307.9344354247403,40.79700997395637,141.10137732756527,30.44445078429743,4.629519989441746
17.22423768489156,18.996421202856194,34.2820436253988,34.42549490299753,33.52210790380043,25.175097778704547,28.642730932470933,26.224405740292667,25.465060217657058,22.41064117709166,23.660540756728814,17.080384048868716,34.32540835498535,22.04852066967954,8.204016590442718,19.470071287418673,8.920676265337423,321.75976897614674,234.99848579269275,337.13909624258997,355.1458402003842,119.08193873627677,119.2931600864563,17.825674294972288,3.603648970415512
21.81940236763444,17.73796344884405,31.713569156607402,31.51239372720496,30.828182158309712,29.23371100786725,26.99306028701364,26.605341414716637,29.501411055286304,20.979181798141358,23.624056065925206,17.926059692485307,21.53119048436214,-0.2581174026017133,33.92015824183457,-3.098184597665435,28.909748908802037,236.82775663125895,266.14598675073563,185.5921551113802,347.91431098835847,138.6323599947264,140.4800173190595,22.025935801014935,3.140028766353362
18.488828414821732,16.176946917930174,29.88818190122432,26.43680734976497,32.91956321586429,26.81967975895195,29.4554948306081,26.43635153739252,27.33674590984755,25.741994221440248,26.044945364442253,17.725268137263484,33.150442314415436,20.95389996993487,28.514509943562658,18.46725177231245,11.268583295134132,277.79970603029585,227.0524017680203,336.4087036026936,232.55723456775527,85.59912710366677,78.2861199581587,28.427575454880074,3.500093755290612
17.444271935767407,13.312712030711342,28.248418247799954,33.055622292591195,34.07889284077418,30.156744632422225,24.994965367480592,23.82460243173298,27.534205784007145,25.38619122951655,22.073802236308985,19.90547766898955,30.473896653634586,23.358338347974353,22.720789154129058,19.389872679939266,6.179759776621307,246.8991396101698,266.8294859118821,298.2901766630899,342.50192072939575,62.410881429417174,118.39986494740447,33.01294769425243,3.6003217395216693
15.058610102619875,18.62229420517073,30.652460755293404,34.160850864678515,32.95527397150738,30.303452601030457,24.69712050219427,26.044020581057215,27.085765121327753,20.08404548001354,26.029859621520817,18.187025466001206,22.601431414200896,38.16400427200116,23.40754324457444,17.525623368348533,18.14874834441173,279.68923244607277,348.62760902347577,246.70544201319888,359.99615733676785,193.8065586932515,107.62529522540382,22.864928719773864,4.1162349407255165
18.408136861465294,15.4090088254055,33.562455372750065,32.917267200099424,29.65705969336275,28.63277406395713,32.17715409228973,25.59211036780211,25.90850947194295,26.279807492919133,26.085997484220027,19.744766318375945,29.191326195803818,7.294937781799522,23.500328979590776,23.17112043504034,21.774484777863645,242.44782268935583,304.3622750610429,312.4198250895984,310.0230858758179,69.20549015376758,115.81827140840333,38.87640833250631,4.073720336477754
20.37392282824704,15.953545186447798,35.85775253779842,34.061277425551175,28.44625782237364,28.353378869679915,29.281873720647525,26.895411597417713,30.93613932611964,25.639805302501703,22.192253461988706,19.146296272721226,13.915035442784312,24.431990257866847,26.79164386373024,32.892475724062244,14.717868515876656,235.5243780407536,341.3010286607764,280.2185999469194,367.23684338973493,117.76245481617124,113.60610934589766,18.1249902938361,3.0332158044695396
18.633594250645874,18.386454740780785,30.123840494058697,34.288184933945686,34.53295316008097,27.615644534878605,24.9572144559439,27.918116477098703,30.66179183800015,25.929562127366015,21.898863241784436,19.70452555955842,0.8018654614233354,16.9657952503474,25.773219348199348,31.007134869369164,27.910102324081127,248.60340748120288,332.0580466378199,261.0101572531147,238.14527479143777,109.63891814133406,98.36986209827538,26.86983599375439,2.5496122711363207
20.94749284407242,14.406919027522296,34.87026587228391,31.03274539781488,32.56497012723118,25.32772616335589,28.01168824931652,27.6989738814816,26.824865412460486,24.09990495383293,24.98195111182168,19.773780071647096,-1.4184744778087564,14.784114746259144,21.331356126775276,19.196710743216965,2.538594215884488,312.2952992367686,270.80598383355425,294.0843062117166,242.10734023102978,66.433353456083,44.83189778106371,24.713843391777893,4.135040951897755
17.673208266329922,22.784228193598288,35.707708645023516,30.1635019881994,29.716635629942722,26.90992827716864,31.147230018599686,26.27115860650453,27.23968015525311,24.577439635076225,26.961033965916563,16.914705482028403,11.344352161348526,11.900998303694195,35.4918935142321,16.499159498230203,15.623266775072551,341.2656624448591,249.98198310946415,305.44481343984046,302.3179965641536,49.353597984026905,154.48990101496634,17.45842846650023,3.4687923280202466
18.69113577752591,15.603844804813471,33.583763802887844,32.69819590870988,29.536947191848608,28.653658010911148,31.703248123045757,25.00609739223872,25.845446327429606,26.284970431715955,26.604169551504718,19.9387475748133,28.206566294241526,8.33655593216886,22.5561750591781,23.630678329013072,20.25783826380753,247.07800460868924,301.14299534806423,310.22899460920195,318.99692631032366,78.41643315577012,112.3898440459175,38.50798117964588,4.133730668477191
17.584640980904172,17.639539415522584,30.38406786507374,34.90503203048449,27.400459432632168,27.645927406571378,30.00700651503828,25.99682972063481,28.58049835747163,22.039349643812866,24.99907921498278,20.254357091268314,31.12994048439831,33.65053687111163,-1.833878845565148,11.16685877182404,20.25059622098633,318.9641672445246,291.30058496947316,295.78422912003975,311.6500645684884,89.45214056988704,141.18183030808245,20.985027394285396,4.385385497024982
21.490595678532262,17.43245406032318,35.690465340328394,33.607674661065026,31.305067063709277,27.686118102313976,27.63631602367563,25.714855808773123,31.33903291925702,22.069702008859096,22.693514454245662,21.356647658643436,23.974424270500943,29.653866936740567,8.479089027757821,27.671385218872338,34.34154097199555,287.2515634037317,281.9262040751211,209.73256662911888,235.51805812149252,37.54117426988059,64.43616028758665,31.38058231723302,2.366218565362716
15.076869970280887,20.709161260712545,26.66191051013944,31.125477697350668,26.895319894408786,28.123769338724713,26.881751391102572,25.60721084556679,28.384754827739766,25.459157532555654,20.71158941609329,18.556476386194074,38.490149551841675,15.604770852642423,34.84410383075954,31.82598273969763,13.178764165852792,285.1407308287304,307.16314826013263,267.09826979230115,307.24387868924515,62.6708386595472,140.5036537313952,12.507619502127994,3.2010659549090734
20.97534795297946,17.47294213417046,29.214595359394657,28.472508478191504,31.776038104335544,29.796718554067564,27.61331051853345,27.779807874153935,28.866308371412508,28.01886386535372,23.107401122079768,18.18759044737154,21.9268751833026,31.121472204595783,12.10709192956529,10.15792606631289,23.906681561608025,189.00187107826127,225.51605196216116,401.52684622537123,330.96967988518105,139.0725672626814,55.77930132386377,13.648508098826264,3.1275694899188737
14.924232055011226,18.609818258578795,30.711565224431602,34.23555559367862,33.312032698253546,30.19343351756577,24.486056854035855,26.013631391515602,26.81983229782919,19.51647185234966,25.99578996481105,18.062669812224737,22.038385787666076,38.15318413292324,22.465490233455945,16.5661094632061,18.501276858967692,276.5767803693129,343.94215618432247,252.31866977016153,358.82250856100825,198.3383841997203,107.03328354654197,23.363173213467675,4.064819665524488
19.427858321496593,20.863227869061088,33.98831122207328,29.11915671400518,32.5785969077587,24.92985192712616,25.88927697862416,26.01459592415916,26.440752745518395,25.719955852867606,24.09019117041141,14.78358923065018,10.692016797866733,6.481425813744114,42.23340144067624,14.14853944296715,15.473813333217523,279.65609666598795,305.6894252016372,356.8570796995985,258.3181065739402,58.95622574705948,136.54782369330366,21.070460659221915,3.6531392012266863
19.394624277787468,20.892252014011444,33.72810689419571,29.071324568827144,32.46096576546767,24.76384316691062,25.65555608052413,26.305651976514866,26.35572668957341,25.311141661182493,24.337044227757147,14.619746846616648,10.789420039111167,4.3972266848365615,41.935072442341905,13.783532154531716,15.038729580798314,278.22664884321216,309.10298524969505,359.8870743084054,267.4737901012341,55.98374961207492,141.52777501423446,21.60524755285696,3.5978319241864236
19.80146883942843,20.842690696123793,33.88297705532084,28.638440003949512,32.59865715627653,24.931415769679806,25.75479131511128,26.399935969664995,26.076024500263696,25.645859105713274,24.43027196500935,14.869292188401083,12.243726229165045,6.145172298522994,42.41198653742079,14.521501992058026,13.84696862055123,282.59646106836095,295.34670726198425,356.1455377687276,261.9608561650504,64.63727522088719,139.41214749643638,23.29013382332671,3.6540470741465803
16.32103545097672,20.103985081980355,34.11589556684091,30.188653417585847,26.2919170764665,28.873358018211444,29.139868733718433,27.806375294784505,26.54072566456422,23.11553063092649,25.235891405527223,13.77600196014129,16.969314808245727,13.895683243680372,9.072779511143038,46.06313780760436,11.798501892837969,286.52513196307814,352.51780538297976,282.93475279007015,311.6025185477204,91.9635970620075,133.33985588957137,23.65684203444185,4.126886452766467
18.404160062583294,15.151601702900903,33.22564323742699,32.43775573878176,29.497945508032842,28.314888864455703,31.710350191846448,25.414277327909836,25.926831479937675,26.236162767010697,26.004997366748434,19.84380468361174,27.11497610064038,6.965852317300993,23.604395633089243,23.684114279336697,22.09954113307337,248.60831362281158,302.04292293177974,306.9587936329313,312.15542571742435,75.86465638220325,108.89154226070114,38.48702841142021,4.0478138325858595
20.86676364522834,20.935174841299002,30.043176327562424,33.831870951246955,33.45656274338241,28.111863005379224,27.694629933976657,26.658430458329228,30.412748102938068,21.4026332531933,26.407093709873124,22.358342234513803,8.63959351205718,24.865390859113962,18.943760197669317,20.82488921703006,10.328789015029994,209.2527737970224,242.46870098202578,333.59356571464485,317.26920427672087,84.7985944622774,102.48289003268074,22.934808180293555,3.3764357478293094
17.350174399157694,20.104109622674418,24.204830546099757,31.12533504394798,31.153871441553925,31.48418652784051,28.572898051098726,24.24877646344586,28.117665707315616,23.679414155031456,23.83238522289417,20.206453666236463,17.79053973859097,16.357178074749196,22.175012082295826,12.196425437117643,23.238833517739188,293.1693800818541,270.24305950848344,280.13892200981405,402.32541280893787,108.83108896504434,57.5764952554713,25.208869509753857,2.970665417950765
17.478552274705056,18.307799214656157,36.130047518504384,35.33775786152787,27.33967939237597,29.171418019218628,27.666396972053633,31.2842332297596,25.994057242609976,24.235031652760902,23.28753560246576,17.812442771352345,20.55078919305353,11.49293700954193,30.948700916056257,30.10702872079769,29.520163950355762,202.51323950117592,293.4572996906464,314.9213244139084,359.87945747426875,91.38090019629425,51.881749156752974,25.124701731898128,3.5355909330602526
16.56159745598482,17.313956746432133,31.503177493422204,38.1848026903997,26.571639342844144,30.608284455897767,29.664592534174467,26.820273995255263,23.970289494877647,23.061360065534114,25.0795982862842,17.466072789487406,30.289169965934033,29.35193635302006,13.10460443608372,29.011065226522607,16.229729935494063,220.20549123789334,296.3676557916348,279.42479987825664,371.44457285120313,125.24974362004373,144.2208307044487,20.8609153202803,4.7079938115571665
19.21887111281632,20.424956113392756,31.05530374671444,29.72324214315961,31.67919442901215,26.468473030461894,26.138129418794215,25.90566669509099,29.676908871329356,23.778717166008008,24.214566204327614,19.764341811204837,5.9031747036479665,17.103695931883436,26.79616906029813,29.47819130126392,34.055240859801295,291.75322538626943,389.42285226675955,299.10146853175195,302.06008005915976,95.11267524811444,96.91967761332631,42.706908831776424,3.158511908414635
19.254227760666197,18.947573713880743,31.64397951623476,36.83679816896935,30.36851301836665,27.204153778491186,28.339708783959633,24.453039570275905,25.885840439003015,22.478250165594027,27.206038269210122,18.441250679475967,18.484726662016104,35.578602932019145,17.816377210276183,25.91417306858597,26.030951505836853,251.43195366977676,176.79231157632714,247.06498516932422,290.0840699051363,56.26319418225049,97.65638095290014,5.143330320937425,3.453766720162247
21.033278825014303,16.2293246455206,35.61765345442023,35.61493664234165,35.81758983464402,25.59449601944185,25.465199096095795,26.95949340163415,24.216806354695592,25.759618034007378,23.27261982705757,17.595569267137826,24.913000981663505,38.86051581604721,25.66436563324309,16.92618465899484,1.515926135754336,300.03740155413595,225.89532071202336,314.75557812062016,287.61774975163144,94.21511982017576,115.58334591698215,33.35282007613281,2.7297370518108433
14.513616737128203,16.335787764700832,26.039897259133525,28.549595729992415,32.06623101227293,27.353935128484004,27.9883552233763,32.2063894989246,31.401388234819716,21.97495994779714,23.846627728623748,17.81570218526435,29.853338525958026,27.814312799913743,28.026243439675017,28.106237993837972,10.448998867940793,317.4660364309514,317.74459656060594,204.10034409459544,274.7120143121083,60.71243830287513,131.91746929069433,35.43965679414091,4.252582814002409
12.324230425053683,18.40925690593582,33.51504328285361,31.44659921695578,32.173246818107785,27.02716505942686,27.623643057824953,28.08980600159364,29.129342594444612,25.956273468437026,18.98865186993696,14.984718562850427,23.596013128066346,13.386400523859937,6.656342812615439,34.944439351924174,19.470502415001565,261.9889073235309,283.0075557653845,278.17255471826314,347.01439430513886,56.01024647095167,129.95211974411956,18.053926572653967,3.857164697217112
19.760184874726438,20.33926463223724,36.64421537317571,31.29464415797954,35.34878581611149,28.63297088018086,27.883266219818793,28.4626516294479,25.075299543632305,25.456324225497067,23.659280451673027,18.817710634519546,24.39740468050954,31.831885265770588,27.023754007408073,18.86812933977277,14.092327286722083,257.59331444026486,343.8126934054683,282.8360787301695,313.3401011779913,164.72858191869025,109.53539615246001,36.02308558644623,2.990022880243752
15.06438808516148,16.399526985305897,34.49902209969589,27.206590226027856,32.18123636922359,24.9382933779068,26.392278574801082,27.683873022152405,32.438690456435815,22.72903731060419,21.476700074246253,19.73277761664662,12.620206126077443,10.761868204890742,17.116120709050133,17.920002199797793,19.756002618398885,336.26075720465593,289.0034069808142,340.2776463016199,216.07071839592325,105.2707815683031,120.01317394305956,25.30092341696047,3.1265177664299486
19.693829768152245,21.903551805101095,29.91045612712798,27.870764193891365,30.61223724978905,24.988819507846564,31.866589793041204,28.348527204865327,28.776800506795073,22.581788386135113,27.32713073542542,19.47379438979408,14.667538148235366,0.22112541003545338,18.022190376890894,16.62767037398556,27.654294443712896,303.5795665579679,221.4802031946211,252.53363925768213,277.82333020990336,111.12248108310708,88.42050616033922,7.557337196514416,2.8672278858851588
19.172510743325187,20.18996193285752,30.030686201154847,32.80083285530183,34.333335765838655,27.952395772147465,27.98496836448682,28.06715293894658,28.823799822216895,23.690133881309357,25.213082661503787,18.545445320850593,28.65380057381019,16.75601804365223,33.75828077045932,35.591711876314434,18.583459874433867,226.30254070896734,261.50405322609095,238.88370671942522,367.45734207939483,114.25789865122262,87.10586451407804,18.601198869313155,2.572484996801051
12.276988296514991,18.446046634846912,33.623845114313916,31.468398309254447,32.29840014098248,26.59346649837112,26.859560819823372,28.60889453411647,28.463486941251944,26.364231679787466,18.774977000528796,15.241523113206295,22.542349959528213,12.135152363148334,7.372114335055075,32.60220040380418,19.263945701962214,266.36332256650223,289.44646935296856,284.7091993559311,333.79110913170507,53.7419071917401,118.28491717630043,17.021210566000818,3.8409754969547447
17.770552308632187,19.48360918609485,30.33555897230487,31.043498878111304,26.23823195778027,27.274138854458922,28.80647186338065,27.618972720045114,29.307878992980175,21.086277731772544,21.444124346577222,19.07803638468728,21.527910629108863,23.461447159153774,20.842217045197327,23.076597807588627,29.306756923633007,285.24172038409756,253.16966222667622,181.72112656093316,330.2428144261979,90.26678919604652,93.84487343658141,29.412397683235316,3.184896113205492
21.65528525652379,17.512391591171365,31.00502164907561,31.83341811901703,30.298724839667074,29.253515410669824,26.889250341288783,26.450236956597394,29.52222813590534,21.172418549341824,23.50081215889324,18.178992498219767,24.773983968711235,0.11359572156410869,33.768313691970675,-1.4192749992946552,31.27346159695485,237.39671590129555,262.467165088561,182.42558986231006,347.37403031487156,134.65382588132854,136.80389209949072,20.820209768237053,3.2150055093500844
17.495542507379998,22.595210584945015,36.04873464300678,29.7716258151197,30.00794404621576,26.915207404622894,30.769623147442896,26.408055272028935,26.629293916344285,24.254023091652666,27.221858607910015,16.768633004607892,13.867010147815247,13.899732349646763,37.295171226262035,13.505228826744144,13.261392679364354,336.86985479522207,246.84628619646895,305.8478420463757,312.189453025027,54.92829838475335,154.56035632152225,16.316412421046124,3.447514435534995
19.662829054744986,20.102043801482765,36.28280136837927,31.143146540415852,35.916484546203684,28.544362680651265,28.147587109687368,28.169279927911347,24.94446040866041,25.416276033302474,23.452074883567082,18.538642075151177,24.645823050939125,30.88884083763103,27.709322662112886,20.697162212046802,11.908330168275382,257.14893729278685,339.350626825706,283.5744647964569,323.07000343760734,165.82729238529274,109.12425151865986,35.7080956782202,3.0458243083808676
20.59804192683701,15.926155146402667,35.32745205315357,34.33061528905938,28.212612053325888,28.48523833606811,29.61099131260238,26.963418909726162,30.922473732434167,25.30555915369222,22.488355963648814,19.393605315355696,13.521294256116255,25.61754392251347,27.57441823974742,33.5481500682927,16.331056695301072,241.6266884231677,340.9875721610874,281.99465726690494,367.0290564751975,114.19841117379958,107.7530126392082,17.77884852176404,2.952605310952222
17.946371794575327,21.137407419468225,31.466838848201654,32.45719934883726,30.70601567238179,25.869167035781523,31.548752735920733,27.101265196536,31.2877712082973,24.046231431367197,25.36552762303805,19.8857692600133,6.81855103786152,29.00532624773234,20.82980141373649,1.4436613258793916,13.85350937495577,266.7480821764404,312.1069018152943,302.92303821021903,328.34659677229234,79.73198853223742,111.46791814443932,27.776615524234174,3.611086123439983
19.913086127621234,21.85296402046717,29.96873237254676,27.694710267935896,30.883362381939975,24.56535631336489,31.89154449923022,28.993949795210096,29.100287847242225,22.727825072503627,27.77111401148422,19.681966318324665,13.319247491691913,0.4611250386350506,19.068730021390618,16.017153417074702,25.41827471176846,306.0665391068957,222.5995494893315,238.990456614483,276.63530423561195,113.19653875334161,93.44374756882952,6.27995160294144,2.9575485783649444
17.33452871825188,16.56004384212029,33.19135854391797,31.133870777854753,37.57270147077544,25.025703511519755,26.732967462206677,28.654403645535183,26.21403176282834,22.123230059426707,23.96943248189948,19.435956094613022,22.52591714708678,18.452996517951767,20.548268027483953,2.02812548354437,34.11455091345645,317.9517526902656,300.2264598245815,279.61532723385346,250.82394926253428,81.77781856128054,79.92604645106316,35.12918667448536,3.394405284634533
15.563452754831994,20.646143111910717,31.67788879772945,30.04419438360695,31.69791858565133,26.25639720335909,29.361931401653386,31.679946289068653,28.557850188802973,21.14462821786359,21.164711512461682,16.89323746952356,25.90997343384228,13.96975254278954,20.523628557033298,27.871875046943988,23.593390937371343,252.52505207195017,261.20119090934946,263.11533176852987,325.47517917744227,46.77286801232361,140.9959174589198,45.27389984939964,4.012137349820999
17.91657560691084,13.568733678785282,28.55708122857064,33.330112103195276,34.25992537461266,30.518474387552455,24.65059572193983,23.74434655622747,27.321981597044527,25.413896110583796,22.097446799565493,19.857975234275155,30.903101605296904,24.02007666560324,23.09378473762974,18.291700154855437,7.810677054672698,247.75477483598587,273.57132940063667,286.32757112171277,343.82023837382366,52.77948287511172,118.34850408885461,30.749405044526235,3.603134712437227
19.88652422235014,18.071210571602336,29.694768689240806,25.550441132708013,31.25250998325399,27.708029391067242,27.571608686451537,28.89495523345081,25.973653682837508,23.94867873016187,25.73075916536811,19.93609482997475,13.924339511360854,13.931179738153226,23.102519050616824,13.451880628806478,9.980439130860525,278.0583020586478,240.68666436335255,300.6270657129893,355.1081104609173,105.8705441506139,109.65170754980804,23.382050346092473,3.2259926260088627
19.949475908273207,19.2035366199789,35.55901016795155,30.713733869883136,25.99993842712939,25.732852831477924,25.218426120774726,26.623881381508824,26.81978979867478,21.877012751917835,23.61133784942388,18.28139204683546,27.337046478165362,5.9790688297177965,22.796580278714494,22.369178515020835,25.207484303276075,206.87138481395718,325.3473177730483,357.2618863116587,199.75474887511425,130.58749740239168,79.00939034450114,26.657473423766046,3.6317492395199427
18.93600310395151,20.335597923233678,30.94156580345862,34.758043470542795,32.20480140170914,25.9738053275056,29.11117207895928,28.651146308862128,29.343306548904515,24.54611186400571,25.328615765839704,17.606730679529118,11.788541979944338,7.266353488630145,22.976461841368522,7.023618438189269,38.29232613200752,253.35260958510403,294.622396461392,300.2591477781565,336.68467445928286,92.97617419780553,157.9070579900313,9.963776789935158,4.152149837509075
